template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
symbol,a833413c3db0bb080be38fc3ec1e9606a455305f,ㄩ,26,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#15078:學:ㄒㄩㄝˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14977:決:ㄐㄩㄝˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15086:尋:ㄒㄩㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15031:拳:ㄑㄩㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15084:選:ㄒㄩㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15029:確:ㄑㄩㄝˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15088:胸:ㄒㄩㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15087:訊:ㄒㄩㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14984:菌:ㄐㄩㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14983:軍:ㄐㄩㄣ;3up:n@dW5@#14977:角:ㄐㄩㄝˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15082:旋:ㄒㄩㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c2bc7ce2b1cab2d628aa041ebcb3e250d1764729,ㄩ,20,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14972:居:ㄐㄩ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15076:許:ㄒㄩˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15025:去:ㄑㄩˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14975:舉:ㄐㄩˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15075:續:ㄒㄩˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15073:需:ㄒㄩ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14974:拒:ㄐㄩˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15023:區:ㄑㄩ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15026:取:ㄑㄩˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14973:局:ㄐㄩˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15076:許:ㄒㄩˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15023:軀:ㄑㄩ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,dd40196a90d65b8453186c304c6a87ff0798d624,ㄩ,7,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14239:玉:ㄩˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14238:魚:ㄩˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14240:與:ㄩˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14238:於:ㄩˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14239:愈:ㄩˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14240:與:ㄩˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#14239:與:ㄩˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,ea5132c99cff6dac3f95988a4da9fb8997ad214c,ㄩ,29,2,3up:DFPYuanW5-ZhuIn-BFW#15079:學:ㄒㄩㄝˊ;3up:DFPYuanW5-ZhuIn-BFW#14250:運:ㄩㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14978:決:ㄐㄩㄝˊ;3up:DFPYuanW5-ZhuIn-BFW#14239:愉:ㄩˊ;3up:DFPYuanW5-ZhuIn-BFW#14975:拒:ㄐㄩˋ;3up:DFPYuanW5-ZhuIn-BFW#15087:詢:ㄒㄩㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14255:用:ㄩㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15026:去:ㄑㄩˋ;3up:DFPYuanW5-ZhuIn-BFW#15085:選:ㄒㄩㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14246:願:ㄩㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#15088:訊:ㄒㄩㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14241:與:ㄩˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
tone,0911b4af41fe815ed931c6533b943ce13e844972,2,142,5,3up:DFPBiaoKai-W5-ZhuIn-BFW#14989:奇:ㄑㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14469:服:ㄈㄨˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15039:習:ㄒㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15303:如:ㄖㄨˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14876:何:ㄏㄜˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14324:培:ㄆㄟˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14452:煩:ㄈㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14879:還:ㄏㄞˊ;3up:DFPBiaoKai-W5-PoIn1-BFW#15110:著:ㄓㄠˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14222:完:ㄨㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14942:級:ㄐㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14347:朋:ㄆㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,15bc33a1fdacd8d24143f740aeecf40b9551f1a3,2,82,4,3up:DFPBiaoKai-W5-ZhuIn-BFW#14798:國:ㄍㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14429:民:ㄇㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14602:同:ㄊㄨㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15078:學:ㄒㄩㄝˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15417:從:ㄘㄨㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14916:活:ㄏㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14977:決:ㄐㄩㄝˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14648:年:ㄋㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14651:您:ㄋㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15070:行:ㄒㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14431:名:ㄇㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14926:環:ㄏㄨㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,202055c0fa3b1f66a66cb6ecbbad773f9947767f,2,60,2,3up:DFPYuanW5-ZhuIn-BFW#14943:吉:ㄐㄧˊ;3up:DFPYuanW5-ZhuIn-BFW#14310:不:ㄅㄨˊ;3up:DFPYuanW5-ZhuIn-BFW#14470:服:ㄈㄨˊ;3up:DFPYuanW5-ZhuIn-BFW#14877:合:ㄏㄜˊ;3up:DFPYuanW5-ZhuIn-BFW#14348:朋:ㄆㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15239:誰:ㄕㄟˊ;3up:DFPYuanW5-ZhuIn-BFW#14223:玩:ㄨㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#15040:息:ㄒㄧˊ;3up:DFPYuanW5-ZhuIn-BFW#14990:期:ㄑㄧˊ;3up:DFPYuanW5-ZhuIn-BFW#14476:達:ㄉㄚˊ;3up:DFPYuanW5-ZhuIn-BFW#14391:沒:ㄇㄟˊ;3up:DFPYuanW5-ZhuIn-BFW#15295:人:ㄖㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,29211f016722d2f2ad1e6b1b307e6a5d6cd6c42e,2,5,2,3up:DFHeiPoIn1-Bd-BPMW-BF#14209:一:ㄧˊ;3up:DFHeiPoIn1-Bd-BPMW-BF#14261:為:ㄨㄟˊ;3up:DFHeiPoIn1-Bd-BPMW-BF#15140:炸:ㄓㄚˊ;3up:DFHeiChuIn-Bd-BPMW-BF#14209:移:ㄧˊ;3up:DFHeiChuIn-Bd-BPMW-BF#14261:微:ㄨㄟˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,3d5d3bde7661c7c9730a91160d0b3c1af1ca06c4,2,10,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14724:良:ㄌㄧㄤˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14721:臨:ㄌㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14718:連:ㄌㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14728:靈:ㄌㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14715:流:ㄌㄧㄡˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14715:留:ㄌㄧㄡˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14724:良:ㄌㄧㄤˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14718:聯:ㄌㄧㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14728:靈:ㄌㄧㄥˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14721:林:ㄌㄧㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,4716644e270dbf5aa1ae867830e177e3a7e0a2e5,2,6,2,3up:DFPYuanW5-ZhuIn-BFW#15225:時:ㄕˊ;3up:DFPYuanW5-ZhuIn-BFW#14239:愉:ㄩˊ;3up:DFPYuanW5-ZhuIn-BFW#14163:而:ㄦˊ;3up:DFPYuanW5-ZhuIn-BFW#14167:一:ㄧˊ;3up:DFPYuanW5-ZhuIn-BFW#15094:質:ㄓˊ;3up:DFPYuanW5-PoIn3-BFW#14167:一:ㄧˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,b5ebc99ae9d848c8b5918f8fbbb85f7c7a599b46,2,40,2,3up:DFPYuanW5-ZhuIn-BFW#14744:倫:ㄌㄨㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14603:同:ㄊㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15079:學:ㄒㄩㄝˊ;3up:DFPYuanW5-ZhuIn-BFW#14432:名:ㄇㄧㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15009:前:ㄑㄧㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#14725:良:ㄌㄧㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14917:活:ㄏㄨㄛˊ;3up:DFPYuanW5-ZhuIn-BFW#14978:決:ㄐㄩㄝˊ;3up:DFPYuanW5-ZhuIn-BFW#14295:別:ㄅㄧㄝˊ;3up:DFPYuanW5-ZhuIn-BFW#15021:情:ㄑㄧㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#15418:從:ㄘㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#14923:回:ㄏㄨㄟˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,dd670e158401123bc33b55fe8cad6695c362aad6,2,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#15303:如:ㄖㄨˊ;3up:DFPWaWa-W5-ZhuIn-BFW#14876:何:ㄏㄜˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,ef43c7b32d0dfe1f0f8ae8f4a7347ab8808572c3,2,15,3,3up:n@dW5@#14166:一:ㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15224:食:ㄕˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14204:吳:ㄨˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14162:而:ㄦˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15093:直:ㄓˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14238:魚:ㄩˊ;3up:DFPBiaoKai-W5-PoIn1-BFW#14166:一:ㄧˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14166:宜:ㄧˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15224:食:ㄕˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14238:於:ㄩˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15093:直:ㄓˊ;3down:DFPBiaoKai-W5-PoIn1-BFW#14166:一:ㄧˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,f91544ced2170e6ee84aef9adbf244f6bfe39f94,2,4,3,3up:DFHeiChuIn-Bd-BPMW-BF#15051:前:ㄑㄧㄢˊ;3up:DFHeiPoIn2-Bd-BPMW-BF#15179:著:ㄓㄨㄛˊ;3up:DFHeiPoIn1-Bd-BPMW-BF#15262:重:ㄔㄨㄥˊ;3up:DFHeiPoIn1-Bd-BPMW-BF#15051:乾:ㄑㄧㄢˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,2016248b5d4e25b07864d42df7be15a19fe0126f,3,70,2,3up:DFPYuanW5-ZhuIn-BFW#14282:本:ㄅㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15109:窄:ㄓㄞˇ;3up:DFPYuanW5-ZhuIn-BFW#15344:怎:ㄗㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#14888:好:ㄏㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14187:友:ㄧㄡˇ;3up:DFPYuanW5-ZhuIn-BFW#14214:我:ㄨㄛˇ;3up:DFPYuanW5-ZhuIn-BFW#15129:整:ㄓㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#15243:少:ㄕㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14689:老:ㄌㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14566:體:ㄊㄧˇ;3up:DFPYuanW5-PoIn1-BFW#15126:長:ㄓㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14203:影:ㄧㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,6ffe85613e3340810899018471895e09c7cefa10,3,171,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14944:己:ㄐㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14705:裡:ㄌㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14213:我:ㄨㄛˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14887:好:ㄏㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14224:晚:ㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14392:每:ㄇㄟˇ;3up:DFPBiaoKai-W5-PoIn1-BFW#15125:長:ㄓㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14565:體:ㄊㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14198:養:ㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15343:怎:ㄗㄣˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14621:惱:ㄋㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14547:討:ㄊㄠˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,7fac3898150b5dcc9f6bf413854f05eb9461b8f7,3,10,1,3up:DFPYuanW5-ZhuIn-BFW#14169:以:ㄧˇ;3up:DFPYuanW5-ZhuIn-BFW#14207:五:ㄨˇ;3up:DFPYuanW5-ZhuIn-BFW#15227:使:ㄕˇ;3up:DFPYuanW5-ZhuIn-BFW#14149:嘔:ㄡˇ;3up:DFPYuanW5-ZhuIn-BFW#14241:與:ㄩˇ;3up:DFPYuanW5-ZhuIn-BFW#15096:指:ㄓˇ;3up:DFPYuanW5-ZhuIn-BFW#14135:噁:ㄜˇ;3up:DFPYuanW5-ZhuIn-BFW#15321:子:ㄗˇ;3up:DFPYuanW5-ZhuIn-BFW#14165:耳:ㄦˇ;3up:DFPYuanW5-ZhuIn-BFW#15373:此:ㄘˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,8f5de9ee3c045ec625fa5c1fce0f18c6e55bd799,3,2,1,3up:DFHeiPoIn1-Bd-BPMW-BF#14402:漂:ㄆㄧㄠˇ;3up:DFHeiPoIn1-Bd-BPMW-BF#14615:挑:ㄊㄧㄠˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,a77d56245f041944f38c4c257d008b3d3da10eed,3,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#14224:碗:ㄨㄢˇ;3up:DFPWaWa-W5-ZhuIn-BFW#14824:可:ㄎㄜˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,b7cee0a77ccdcb3b5dd214af0a4b492c58dfcf4a,3,2,2,3up:DFHeiChuIn-Bd-BPMW-BF#14987:己:ㄐㄧˇ;3up:DFHeiPoIn1-Bd-BPMW-BF#14987:給:ㄐㄧˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,bf9767179987522f3fa5a59cdea378f7a0f86563,3,86,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14529:短:ㄉㄨㄢˇ;3up:DFPBiaoKai-W5-PoIn1-BFW#14572:挑:ㄊㄧㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14952:解:ㄐㄧㄝˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14513:點:ㄉㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15053:小:ㄒㄧㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15022:請:ㄑㄧㄥˇ;3up:n@dW5@#14572:挑:ㄊㄧㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14524:躲:ㄉㄨㄛˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15049:寫:ㄒㄧㄝˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14800:果:ㄍㄨㄛˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15068:響:ㄒㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14965:緊:ㄐㄧㄣˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,c238668a565aed36010d93306a11b084c81cc2a7,3,15,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#15226:始:ㄕˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14168:以:ㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15095:指:ㄓˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14206:五:ㄨˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14240:與:ㄩˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15372:此:ㄘˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14164:耳:ㄦˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14148:嘔:ㄡˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#15320:子:ㄗˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14168:以:ㄧˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15226:始:ㄕˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#15095:只:ㄓˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,c6c10be6bafcd3157127a4fc592ab4618c03be21,3,41,2,3up:DFPYuanW5-ZhuIn-BFW#15054:小:ㄒㄧㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14530:短:ㄉㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#15069:響:ㄒㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#15023:請:ㄑㄧㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#15050:寫:ㄒㄧㄝˇ;3up:DFPYuanW5-ZhuIn-BFW#14727:兩:ㄌㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#15155:種:ㄓㄨㄥˇ;3up:DFPYuanW5-ZhuIn-BFW#14963:減:ㄐㄧㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14666:暖:ㄋㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14953:解:ㄐㄧㄝˇ;3up:DFPYuanW5-ZhuIn-BFW#14368:品:ㄆㄧㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#15019:搶:ㄑㄧㄤˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,c727254791100ba4c831f91153691f8850e3c210,3,175,9,3down:YenRoundZuinnEG-Md#14567:你:ㄋㄧˇ;3down:YenRoundZuinnEG-Md#15466:有:ㄧㄡˇ;3down:YenRoundZuinnEG-Md#15494:我:ㄨㄛˇ;3down:YenRoundZuinnEG-Md#14948:起:ㄑㄧˇ;3down:YenRoundZuinn1EG-Md#14628:了:ㄌㄧㄠˇ;3down:YenRoundZuinnEG-Md#14874:解:ㄐㄧㄝˇ;3down:YenRoundZuinnEG-Md#14913:舉:ㄐㄩˇ;3down:YenRoundZuinnEG-Md#14897:己:ㄐㄧˇ;3down:YenRoundZuinnEG-Md#15485:以:ㄧˇ;3down:YenRoundZuinnEG-Md#15278:怎:ㄗㄣˇ;3down:YenRoundZuinnEG-Md#14487:體:ㄊㄧˇ;3down:YenRoundZuinnEG-Md#14425:躲:ㄉㄨㄛˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,db4b9301c3a7d66dae238edf51fab0acce902a19,3,7,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14726:兩:ㄌㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14720:臉:ㄌㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14730:領:ㄌㄧㄥˇ;3down:DFPBiaoKai-W5-PoIn1-BFW#14713:了:ㄌㄧㄠˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14726:兩:ㄌㄧㄤˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14730:領:ㄌㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14720:臉:ㄌㄧㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,ded62369ca5e2f33e7c60fc46ed28a35816a72b0,3,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14665:暖:ㄋㄨㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14665:暖:ㄋㄨㄢˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,105c8e2059d8f42ec5598234abaed7a2041c0765,4,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#15355:做:ㄗㄨㄛˋ;3up:DFPWaWa-W5-ZhuIn-BFW#14961:健:ㄐㄧㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,2fea36488fddd928d3c5dfe878cc01d2c3cff17b,4,12,2,3up:DFHeiChuIn-Bd-BPMW-BF#14529:到:ㄉㄠˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14929:好:ㄏㄠˋ;3up:DFHeiChuIn-Bd-BPMW-BF#14500:份:ㄈㄣˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14538:當:ㄉㄤˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14937:和:ㄏㄢˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14219:液:ㄧㄝˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14529:倒:ㄉㄠˋ;3up:DFHeiChuIn-Bd-BPMW-BF#14353:部:ㄅㄨˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14353:不:ㄅㄨˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14500:分:ㄈㄣˋ;3up:DFHeiChuIn-Bd-BPMW-BF#14806:各:ㄍㄜˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14806:個:ㄍㄜˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,3217c210f405b2552b56dc4511abb1766cced6ec,4,2,2,3up:DFHeiPoIn2-Bd-BPMW-BF#14210:一:ㄧˋ;3up:DFHeiChuIn-Bd-BPMW-BF#14210:意:ㄧˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,3725a633086859246a0ca2d7881aa9a4fc9de86f,4,62,2,3up:DFPYuanW5-ZhuIn-BFW#14302:變:ㄅㄧㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14924:會:ㄏㄨㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#15154:重:ㄓㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15045:下:ㄒㄧㄚˋ;3up:DFPYuanW5-ZhuIn-BFW#14956:教:ㄐㄧㄠˋ;3up:DFPYuanW5-ZhuIn-BFW#14527:對:ㄉㄨㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#15068:項:ㄒㄧㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14913:化:ㄏㄨㄚˋ;3up:DFPYuanW5-ZhuIn-BFW#14535:動:ㄉㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#15275:睡:ㄕㄨㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#14717:六:ㄌㄧㄡˋ;3up:DFPYuanW5-ZhuIn-BFW#14809:慣:ㄍㄨㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,45b8ea0f814f43322f7dde6fc01f39e5f360a465,4,30,4,3up:DFPBiaoKai-W5-ZhuIn-BFW#15319:自:ㄗˋ;3up:DFPBiaoKai-W5-PoIn2-BFW#14167:一:ㄧˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14138:愛:ㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15225:是:ㄕˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14205:物:ㄨˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14163:二:ㄦˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15094:制:ㄓˋ;3up:n@dW5G#14167:一:ㄧˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14239:玉:ㄩˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15371:次:ㄘˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#15283:日:ㄖˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14167:易:ㄧˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
tone,4c42f4d8fb7f443fed044015b951482206518129,4,6,2,3up:DFHeiChuIn-Bd-BPMW-BF#15196:重:ㄓㄨㄥˋ;3up:DFHeiChuIn-Bd-BPMW-BF#15013:淨:ㄐㄧㄥˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14978:晃:ㄏㄨㄤˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14768:量:ㄌㄧㄤˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#15013:勁:ㄐㄧㄥˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#15196:中:ㄓㄨㄥˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact right-tone contour signature; no fuzzy
