template_type,outline_signature,label,support_keys,support_fonts,source_examples,validation,notes
symbol,1ac05766a83d43c17a87aaf8acb0b1e1746afda0,ㄋ,11,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14648:年:ㄋㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14651:您:ㄋㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14665:暖:ㄋㄨㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14662:諾:ㄋㄨㄛˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14655:嚀:ㄋㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14647:扭:ㄋㄧㄡˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14665:暖:ㄋㄨㄢˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14648:年:ㄋㄧㄢˊ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14649:念:ㄋㄧㄢˋ;3down:DFPBiaoKai-W5-PoIn1-BFW#14657:擰:ㄋㄧㄥˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14666:濃:ㄋㄨㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7018ee4ff664c774f0cb9269487431cbf53c58f1,ㄋ,3,2,3up:DFPBiaoKai-W5-PoIn1-BFW#15492:呢:˙ㄋㄜ;3up:n@dW5@#15492:呢:˙ㄋㄜ;3down:DFPBiaoKai-W5-PoIn1-BFW#15492:呢:˙ㄋㄜ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,867cac2c5cbc2ba6a37c75229ca5c9e6d7cd81a6,ㄋ,9,1,3up:DFPYuanW5-ZhuIn-BFW#15493:呢:˙ㄋㄜ;3up:DFPYuanW5-ZhuIn-BFW#14639:你:ㄋㄧˇ;3up:DFPYuanW5-ZhuIn-BFW#14608:拿:ㄋㄚˊ;3up:DFPYuanW5-ZhuIn-BFW#14610:哪:ㄋㄚˇ;3up:DFPYuanW5-ZhuIn-BFW#14635:能:ㄋㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#14626:難:ㄋㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#14616:奶:ㄋㄞˇ;3up:DFPYuanW5-ZhuIn-BFW#14617:內:ㄋㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#14661:努:ㄋㄨˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,8c23a3f8ce5bb511d45e184957312b40892dba02,ㄋ,22,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14621:惱:ㄋㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14634:能:ㄋㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14638:你:ㄋㄧˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14609:哪:ㄋㄚˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14615:奶:ㄋㄞˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14625:難:ㄋㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14607:拿:ㄋㄚˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14616:內:ㄋㄟˋ;3up:DFPBiaoKai-W5-PoIn2-BFW#14606:哪:˙ㄋㄚ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14660:努:ㄋㄨˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14609:哪:ㄋㄚˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14634:能:ㄋㄥˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,fe63af1e458acd2f424567b1d8f47d21cd9ace85,ㄋ,5,1,3up:DFPYuanW5-ZhuIn-BFW#14666:暖:ㄋㄨㄢˇ;3up:DFPYuanW5-ZhuIn-BFW#14663:諾:ㄋㄨㄛˋ;3up:DFPYuanW5-ZhuIn-BFW#14649:年:ㄋㄧㄢˊ;3up:DFPYuanW5-ZhuIn-BFW#14667:農:ㄋㄨㄥˊ;3up:DFPYuanW5-ZhuIn-BFW#14648:扭:ㄋㄧㄡˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,0cabbd7ccadf4b6603bbcca6269878240f44823e,ㄌ,17,2,3up:DFPYuanW5-ZhuIn-BFW#14744:倫:ㄌㄨㄣˊ;3up:DFPYuanW5-ZhuIn-BFW#14727:兩:ㄌㄧㄤˇ;3up:DFPYuanW5-ZhuIn-BFW#14717:六:ㄌㄧㄡˋ;3up:DFPYuanW5-ZhuIn-BFW#14725:良:ㄌㄧㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14741:亂:ㄌㄨㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14745:論:ㄌㄨㄣˋ;3up:DFPYuanW5-ZhuIn-BFW#14726:諒:ㄌㄧㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14737:羅:ㄌㄨㄛˊ;3up:DFPYuanW5-ZhuIn-BFW#14716:流:ㄌㄧㄡˊ;3up:DFPYuanW5-ZhuIn-BFW#14713:料:ㄌㄧㄠˋ;3up:DFPYuanW5-PoIn1-BFW#14725:量:ㄌㄧㄤˊ;3up:DFPYuanW5-ZhuIn-BFW#14722:林:ㄌㄧㄣˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,1de491ba5de19321995db4560414c6b04e081b01,ㄌ,6,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14737:落:ㄌㄨㄛˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14743:輪:ㄌㄨㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14736:羅:ㄌㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14744:論:ㄌㄨㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14744:論:ㄌㄨㄣˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14748:攏:ㄌㄨㄥˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,4783f06d0d0d076156f5cbebdd0103af992e2aa7,ㄌ,46,9,3down:YenRoundZuinn1EG-Md#14628:了:ㄌㄧㄠˇ;3down:YenRoundZuinnEG-Md#14650:歷:ㄌㄧˋ;3down:YenRoundZuinnEG-Md#14590:了:˙ㄌㄜ;3down:YenRoundZuinnEG-Md#14592:來:ㄌㄞˊ;3down:YenRoundZuinnEG-Bd#14633:六:ㄌㄧㄡˋ;3down:YenRoundZuinnEG-Bd#14649:裡:ㄌㄧˇ;3down:YenRoundZuinnEG-Bd#14592:來:ㄌㄞˊ;3down:YenRoundZuinnEG-Bd#14591:垃:ㄌㄜˋ;3down:YenRoundZuinnEG-Bd#14597:類:ㄌㄟˋ;3down:YenRoundZuinnEG-Bd#14650:力:ㄌㄧˋ;3down:YenRoundZuinn1EG-Bd#14642:量:ㄌㄧㄤˋ;3down:YenRoundZuinnEG-Md#14627:聊:ㄌㄧㄠˊ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,4bca204ec8c5a60491520ba9c37b598b8bbd7e78,ㄌ,12,2,3up:DFPYuanW5-ZhuIn-BFW#14678:了:˙ㄌㄜ;3up:DFPYuanW5-ZhuIn-BFW#14689:老:ㄌㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14679:垃:ㄌㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#14680:來:ㄌㄞˊ;3up:DFPYuanW5-ZhuIn-BFW#14705:力:ㄌㄧˋ;3up:DFPYuanW5-ZhuIn-BFW#14706:理:ㄌㄧˇ;3up:DFPYuanW5-ZhuIn-BFW#14684:類:ㄌㄟˋ;3up:DFPYuanW5-ZhuIn-BFW#14693:籃:ㄌㄢˊ;3up:DFPYuanW5-PoIn1-BFW#14751:率:ㄌㄩˋ;3up:DFPYuanW5-ZhuIn-BFW#14734:錄:ㄌㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#14704:離:ㄌㄧˊ;3up:DFPYuanW5-ZhuIn-BFW#14672:拉:ㄌㄚ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,90077964e6f8ae400d328ebceccc9763619b525a,ㄌ,30,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14724:良:ㄌㄧㄤˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14721:臨:ㄌㄧㄣˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14708:列:ㄌㄧㄝˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14718:連:ㄌㄧㄢˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14728:靈:ㄌㄧㄥˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14726:兩:ㄌㄧㄤˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14719:練:ㄌㄧㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14715:流:ㄌㄧㄡˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14729:另:ㄌㄧㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14720:臉:ㄌㄧㄢˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14725:諒:ㄌㄧㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14712:料:ㄌㄧㄠˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,03b17ab0bab62bddb847630a660494b84620f24b,ㄍ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14761:個:ㄍㄜˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14761:個:ㄍㄜˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,0a56dbaac8cd59572c9ca64c55a3f1079ef9212f,ㄍ,38,3,3up:DFPBiaoKai-W5-ZhuIn-BFW#14769:高:ㄍㄠ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14770:告:ㄍㄠˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14778:跟:ㄍㄣ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14793:骨:ㄍㄨˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14762:骼:ㄍㄜˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14763:各:ㄍㄜˋ;3up:DFPBiaoKai-W5-PoIn1-BFW#14791:骨:ㄍㄨˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14766:蓋:ㄍㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14787:更:ㄍㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14765:該:ㄍㄞ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14792:顧:ㄍㄨˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14768:給:ㄍㄟˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,3af50e3f9a964ede03131daae743296ae4e86c0e,ㄍ,26,2,3up:DFPBiaoKai-W5-ZhuIn-BFW#14798:國:ㄍㄨㄛˊ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14808:慣:ㄍㄨㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14799:過:ㄍㄨㄛˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14807:關:ㄍㄨㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14800:果:ㄍㄨㄛˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14804:規:ㄍㄨㄟ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14802:怪:ㄍㄨㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14805:櫃:ㄍㄨㄟˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14815:功:ㄍㄨㄥ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14812:光:ㄍㄨㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14811:滾:ㄍㄨㄣˇ;3up:n@dW5@#14808:冠:ㄍㄨㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,475d1fbe6638346933c4a16100ade4f7f4ff13f9,ㄍ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14796:寡:ㄍㄨㄚˇ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14794:括:ㄍㄨㄚ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,719b04d0c8a53e5190b29596f7fef082bcf079bd,ㄍ,29,6,3down:YenRoundZuinnEG-Md#14718:過:ㄍㄨㄛˋ;3down:YenRoundZuinnEG-Md#14709:更:ㄍㄥˋ;3down:YenRoundZuinnEG-Bd#14728:滾:ㄍㄨㄣˇ;3down:YenRoundZuinnEG-Bd#14733:功:ㄍㄨㄥ;3down:YenRoundZuinnEG-Md#14725:關:ㄍㄨㄢ;3down:YenRoundZuinnEG-Md#14697:感:ㄍㄢˇ;3down:YenRoundZuinnEG-Md#14703:剛:ㄍㄤ;3down:YenRoundZuinnEG-Md#14696:肝:ㄍㄢ;3down:YenRoundZuinnEG-Md#14730:胱:ㄍㄨㄤ;3down:YenRoundZuinnEG-Bd#14740:顧:ㄍㄨˋ;3down:YenRoundZuinnEG-Md#14717:果:ㄍㄨㄛˇ;3down:YenRoundZuinnEG-Md#14722:規:ㄍㄨㄟ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,86f55745527663203b004580bc1a640219bbd563,ㄍ,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#14775:乾:ㄍㄢ;3up:DFPWaWa-W5-ZhuIn-BFW#14790:菇:ㄍㄨ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c6f5cfc84ddbd12593294774d400385aa2881b0b,ㄍ,17,2,3up:DFPYuanW5-ZhuIn-BFW#14779:跟:ㄍㄣ;3up:DFPYuanW5-ZhuIn-BFW#14778:感:ㄍㄢˇ;3up:DFPYuanW5-PoIn1-BFW#14764:個:ㄍㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#14771:告:ㄍㄠˋ;3up:DFPYuanW5-ZhuIn-BFW#14769:給:ㄍㄟˇ;3up:DFPYuanW5-ZhuIn-BFW#14762:個:ㄍㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#14773:溝:ㄍㄡ;3up:DFPYuanW5-ZhuIn-BFW#14768:改:ㄍㄞˇ;3up:DFPYuanW5-ZhuIn-BFW#14767:鈣:ㄍㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#14763:格:ㄍㄜˊ;3up:DFPYuanW5-ZhuIn-BFW#14794:穀:ㄍㄨˇ;3up:DFPYuanW5-ZhuIn-BFW#14777:幹:ㄍㄢˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,c9f6f9b50eaf9abc9b79b26199f8bb32609ac970,ㄍ,10,1,3up:DFPYuanW5-ZhuIn-BFW#14808:關:ㄍㄨㄢ;3up:DFPYuanW5-ZhuIn-BFW#14816:恭:ㄍㄨㄥ;3up:DFPYuanW5-ZhuIn-BFW#14809:慣:ㄍㄨㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14805:規:ㄍㄨㄟ;3up:DFPYuanW5-ZhuIn-BFW#14800:過:ㄍㄨㄛˋ;3up:DFPYuanW5-ZhuIn-BFW#14801:果:ㄍㄨㄛˇ;3up:DFPYuanW5-ZhuIn-BFW#14817:共:ㄍㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14795:瓜:ㄍㄨㄚ;3up:DFPYuanW5-ZhuIn-BFW#14812:滾:ㄍㄨㄣˇ;3up:DFPYuanW5-ZhuIn-BFW#14804:拐:ㄍㄨㄞˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,cffe8c971fce1de5a256f1ec8d06a671adb2937e,ㄍ,2,2,3up:DFHeiChuIn-Bd-BPMW-BF#14806:各:ㄍㄜˋ;3up:DFHeiPoIn1-Bd-BPMW-BF#14806:個:ㄍㄜˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,38d249b2ff11cb881f78442d6ef7c7cfc69eda1b,ㄎ,2,1,3up:DFPWaWa-W5-ZhuIn-BFW#14839:康:ㄎㄤ;3up:DFPWaWa-W5-ZhuIn-BFW#14824:可:ㄎㄜˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,7104bf2264e1aa918733e8684aeea4b3269dcce6,ㄎ,11,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14860:寬:ㄎㄨㄢ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14867:況:ㄎㄨㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14854:快:ㄎㄨㄞˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14849:跨:ㄎㄨㄚˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14870:控:ㄎㄨㄥˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14869:空:ㄎㄨㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14854:快:ㄎㄨㄞˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14867:況:ㄎㄨㄤˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14869:空:ㄎㄨㄥ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14870:控:ㄎㄨㄥˋ;3down:DFPBiaoKai-W5-ZhuIn-BFW#14849:跨:ㄎㄨㄚˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,90ecd0e0782497a42110adcb84d81eba02077250,ㄎ,12,1,3up:DFPYuanW5-ZhuIn-BFW#14822:科:ㄎㄜ;3up:DFPYuanW5-ZhuIn-BFW#14824:課:ㄎㄜˋ;3up:DFPYuanW5-ZhuIn-BFW#14847:褲:ㄎㄨˋ;3up:DFPYuanW5-ZhuIn-BFW#14831:考:ㄎㄠˇ;3up:DFPYuanW5-ZhuIn-BFW#14836:看:ㄎㄢˋ;3up:DFPYuanW5-ZhuIn-BFW#14826:開:ㄎㄞ;3up:DFPYuanW5-ZhuIn-BFW#14825:可:ㄎㄜˇ;3up:DFPYuanW5-ZhuIn-BFW#14834:口:ㄎㄡˇ;3up:DFPYuanW5-ZhuIn-BFW#14840:康:ㄎㄤ;3up:DFPYuanW5-ZhuIn-BFW#14842:抗:ㄎㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14844:坑:ㄎㄥ;3up:DFPYuanW5-ZhuIn-BFW#14821:卡:ㄎㄚˇ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,99276ecc6b401482705967f9fbe01c42c7e280d3,ㄎ,23,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14825:開:ㄎㄞ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14839:康:ㄎㄤ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14824:可:ㄎㄜˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14823:課:ㄎㄜˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14821:科:ㄎㄜ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14835:看:ㄎㄢˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14833:口:ㄎㄡˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14847:苦:ㄎㄨˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14830:考:ㄎㄠˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14820:卡:ㄎㄚˇ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14841:抗:ㄎㄤˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14829:靠:ㄎㄠˋ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,af542db3d606e138606df841c1538f3c0289fc21,ㄎ,2,1,3up:DFPBiaoKai-W5-ZhuIn-BFW#14863:困:ㄎㄨㄣˋ;3up:DFPBiaoKai-W5-ZhuIn-BFW#14862:坤:ㄎㄨㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
symbol,da1fb5179a127388be837b8851818069139ac771,ㄎ,7,2,3up:DFPYuanW5-ZhuIn-BFW#14855:快:ㄎㄨㄞˋ;3up:DFPYuanW5-ZhuIn-BFW#14870:空:ㄎㄨㄥ;3up:DFPYuanW5-ZhuIn-BFW#14868:礦:ㄎㄨㄤˋ;3up:DFPYuanW5-ZhuIn-BFW#14871:控:ㄎㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14850:跨:ㄎㄨㄚˋ;3up:DFPYuanW5-PoIn1-BFW#14871:空:ㄎㄨㄥˋ;3up:DFPYuanW5-ZhuIn-BFW#14863:坤:ㄎㄨㄣ,static full-data audit + key LOO + cross-book holdout; support>=2,exact vertical-group outline signature; no fuzzy
